Player,Score,Wrong,Fixed_total,Attempted,Accuracy_fixed,Accuracy_attempted,Max_streak,Difficulty,Date,Completed
SmartBot12,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:58,True
SmartBot2,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:58,True
SmartBot1,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:00:58,True
SmartBot3,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:00:58,False
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot13,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot7,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:00:58,False
SmartBot1,7,2,10,10,0.7,0.7,4,hard,2025-07-03 20:00:58,False
SmartBot18,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:00:58,True
SmartBot3,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot18,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:00:58,False
SmartBot7,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot2,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:00:58,False
SmartBot15,7,3,10,10,0.7,0.7,2,easy,2025-07-03 20:00:58,True
SmartBot12,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:00:58,False
SmartBot16,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:58,True
SmartBot11,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot2,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:00:58,True
SmartBot5,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot18,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:58,False
SmartBot4,7,2,10,10,0.7,0.7,5,hard,2025-07-03 20:00:58,False
SmartBot7,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:58,False
SmartBot5,5,2,10,8,0.5,0.62,3,hard,2025-07-03 20:00:58,False
SmartBot16,8,2,10,10,0.8,0.8,3,easy,2025-07-03 20:00:58,True
SmartBot5,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:58,True
SmartBot3,6,2,10,9,0.6,0.67,5,hard,2025-07-03 20:00:58,False
SmartBot13,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:58,True
SmartBot19,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:58,False
SmartBot13,6,2,10,9,0.6,0.67,3,hard,2025-07-03 20:00:58,False
SmartBot1,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:00:58,True
SmartBot3,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:58,True
SmartBot8,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:00:58,True
SmartBot5,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot1,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:58,False
SmartBot5,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:58,False
SmartBot4,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:00:58,True
SmartBot13,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:58,True
SmartBot19,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:00:58,False
SmartBot3,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:58,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot11,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:00:58,True
SmartBot13,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:58,False
SmartBot9,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot4,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:00:58,False
SmartBot10,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:58,False
SmartBot9,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:00:58,True
SmartBot5,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot4,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot15,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot1,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:00:58,False
SmartBot18,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:00:58,True
SmartBot3,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:58,True
SmartBot15,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:00:58,False
SmartBot8,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:00:58,True
SmartBot1,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:00:58,True
SmartBot4,7,3,10,10,0.7,0.7,5,easy,2025-07-03 20:00:58,True
SmartBot2,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot2,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:58,True
SmartBot20,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:00:58,True
SmartBot20,8,2,10,10,0.8,0.8,8,medium,2025-07-03 20:00:58,True
SmartBot18,7,2,10,10,0.7,0.7,5,hard,2025-07-03 20:00:58,False
SmartBot15,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:00:58,False
SmartBot1,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:00:58,False
SmartBot4,7,3,10,10,0.7,0.7,5,easy,2025-07-03 20:00:58,True
SmartBot13,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot7,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot18,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot6,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:00:58,False
SmartBot7,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:00:58,True
SmartBot16,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:00:58,False
SmartBot14,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:58,True
SmartBot10,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:00:58,False
SmartBot17,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot11,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot10,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:00:58,False
SmartBot8,6,3,10,10,0.6,0.6,3,medium,2025-07-03 20:00:58,False
SmartBot17,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:00:58,False
SmartBot9,2,3,10,6,0.2,0.33,2,medium,2025-07-03 20:00:58,False
SmartBot15,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:00:58,True
SmartBot5,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:00:58,True
SmartBot17,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:58,False
SmartBot1,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:00:58,True
SmartBot18,10,0,10,10,1.0,1.0,10,hard,2025-07-03 20:00:58,True
SmartBot8,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:00:58,False
SmartBot19,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot14,7,3,10,10,0.7,0.7,6,easy,2025-07-03 20:00:58,True
SmartBot10,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:00:58,True
SmartBot6,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:58,False
SmartBot8,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:00:58,False
SmartBot3,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:58,False
SmartBot5,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:58,False
SmartBot14,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:00:58,False
SmartBot1,5,2,10,8,0.5,0.62,3,hard,2025-07-03 20:00:58,False
SmartBot4,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:00:58,True
SmartBot13,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot4,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:00:58,True
SmartBot11,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:00:58,True
SmartBot7,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:58,True
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:58,True
SmartBot4,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:58,True
SmartBot19,0,3,10,4,0.0,0.0,0,medium,2025-07-03 20:00:58,False
SmartBot8,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:58,True
SmartBot2,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:58,False
SmartBot8,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:58,False
SmartBot15,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:58,False
SmartBot5,0,3,10,4,0.0,0.0,0,medium,2025-07-03 20:00:58,False
SmartBot13,4,3,10,8,0.4,0.5,4,medium,2025-07-03 20:00:58,False
SmartBot12,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:00:58,False
SmartBot12,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:58,False
SmartBot9,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:58,False
SmartBot2,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:00:58,False
SmartBot7,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:58,False
SmartBot1,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:59,True
SmartBot13,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:00:59,True
SmartBot2,7,3,10,10,0.7,0.7,5,medium,2025-07-03 20:00:59,True
SmartBot10,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:00:59,False
SmartBot14,6,3,10,10,0.6,0.6,6,medium,2025-07-03 20:00:59,False
SmartBot19,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:00:59,False
SmartBot4,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot20,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot4,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot7,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot10,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:00:59,True
SmartBot6,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:00:59,True
SmartBot5,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:00:59,True
SmartBot18,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:00:59,True
SmartBot9,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:00:59,True
SmartBot15,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:00:59,False
SmartBot11,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:59,False
SmartBot17,8,2,10,10,0.8,0.8,7,hard,2025-07-03 20:00:59,True
SmartBot10,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot9,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot19,9,1,10,10,0.9,0.9,5,hard,2025-07-03 20:00:59,True
SmartBot11,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:00:59,False
SmartBot19,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:00:59,False
SmartBot9,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:59,False
SmartBot4,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:00:59,True
SmartBot3,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:00:59,False
SmartBot14,7,2,10,10,0.7,0.7,7,hard,2025-07-03 20:00:59,False
SmartBot6,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot3,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:00:59,False
SmartBot6,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot16,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:00:59,True
SmartBot3,7,3,10,10,0.7,0.7,7,easy,2025-07-03 20:00:59,True
SmartBot7,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:59,True
SmartBot15,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot8,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:00:59,False
SmartBot10,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot17,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:00:59,True
SmartBot19,6,3,10,10,0.6,0.6,6,medium,2025-07-03 20:00:59,False
SmartBot11,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:00:59,False
SmartBot1,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:00:59,True
SmartBot17,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot15,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot15,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:00:59,False
SmartBot9,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:00:59,True
SmartBot15,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot6,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:00:59,False
SmartBot10,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot7,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:00:59,False
SmartBot20,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:00:59,True
SmartBot18,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:00:59,True
SmartBot12,5,2,10,8,0.5,0.62,3,hard,2025-07-03 20:00:59,False
SmartBot17,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:00:59,True
SmartBot16,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:59,True
SmartBot9,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot9,6,4,10,10,0.6,0.6,4,easy,2025-07-03 20:00:59,True
SmartBot16,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:59,True
SmartBot18,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:00:59,False
SmartBot6,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:00:59,True
SmartBot2,6,3,10,10,0.6,0.6,6,medium,2025-07-03 20:00:59,False
SmartBot8,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:00:59,False
SmartBot17,9,1,10,10,0.9,0.9,7,medium,2025-07-03 20:00:59,True
SmartBot19,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:59,False
SmartBot20,9,1,10,10,0.9,0.9,5,hard,2025-07-03 20:00:59,True
SmartBot15,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:00:59,False
SmartBot15,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:00:59,True
SmartBot20,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:59,True
SmartBot7,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:00:59,True
SmartBot18,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:59,False
SmartBot2,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:59,True
SmartBot7,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:00:59,True
SmartBot18,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:00:59,True
SmartBot3,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:00:59,True
SmartBot17,9,1,10,10,0.9,0.9,8,hard,2025-07-03 20:00:59,True
SmartBot15,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot18,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot6,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:00:59,True
SmartBot9,6,3,10,10,0.6,0.6,6,medium,2025-07-03 20:00:59,False
SmartBot19,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot18,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:59,False
SmartBot1,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:00:59,False
SmartBot1,8,2,10,10,0.8,0.8,3,easy,2025-07-03 20:00:59,True
SmartBot19,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:00:59,True
SmartBot11,1,3,10,5,0.1,0.2,1,medium,2025-07-03 20:00:59,False
SmartBot19,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:00:59,True
SmartBot7,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot8,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot5,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:00:59,True
SmartBot15,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:00:59,True
SmartBot16,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot11,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:00:59,False
SmartBot3,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:59,False
SmartBot17,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:00:59,True
SmartBot18,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:00:59,False
SmartBot2,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot5,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot15,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:00:59,True
SmartBot11,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:00:59,True
SmartBot19,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot11,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:00:59,True
SmartBot20,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot9,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot14,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:00:59,True
SmartBot8,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:00:59,False
SmartBot16,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:00:59,False
SmartBot20,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot1,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:00:59,True
SmartBot20,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:59,True
SmartBot13,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot6,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:00:59,True
SmartBot2,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot19,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot18,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot20,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:00:59,True
SmartBot11,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot12,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:00:59,True
SmartBot17,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot19,6,2,10,9,0.6,0.67,6,hard,2025-07-03 20:00:59,False
SmartBot16,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:00:59,False
SmartBot13,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:00:59,True
SmartBot9,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:00:59,False
SmartBot15,5,2,10,8,0.5,0.62,3,hard,2025-07-03 20:00:59,False
SmartBot9,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:00:59,True
SmartBot9,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:59,True
SmartBot15,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot15,5,3,10,9,0.5,0.56,5,medium,2025-07-03 20:00:59,False
SmartBot12,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:00:59,True
SmartBot20,7,2,10,10,0.7,0.7,6,hard,2025-07-03 20:00:59,False
SmartBot9,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:00:59,False
SmartBot14,4,4,10,9,0.4,0.44,2,easy,2025-07-03 20:00:59,False
SmartBot17,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:00:59,False
SmartBot4,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:00:59,True
SmartBot7,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot7,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot19,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:00:59,True
SmartBot2,7,2,10,10,0.7,0.7,6,hard,2025-07-03 20:00:59,False
SmartBot8,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot15,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot19,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:00:59,True
SmartBot8,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:00:59,False
SmartBot15,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:00:59,False
SmartBot14,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:00:59,True
SmartBot10,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot19,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:00:59,True
SmartBot2,6,3,10,10,0.6,0.6,3,medium,2025-07-03 20:00:59,False
SmartBot6,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:00:59,True
SmartBot2,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:00:59,False
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:00:59,True
SmartBot16,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:00:59,True
SmartBot20,3,3,10,7,0.3,0.43,1,medium,2025-07-03 20:00:59,False
SmartBot13,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:00:59,False
SmartBot13,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:00:59,False
SmartBot2,7,3,10,10,0.7,0.7,6,medium,2025-07-03 20:00:59,True
SmartBot16,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:00:59,True
SmartBot1,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:00:59,True
SmartBot12,7,3,10,10,0.7,0.7,5,medium,2025-07-03 20:00:59,True
SmartBot13,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:00:59,False
SmartBot7,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:00:59,True
SmartBot19,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:00:59,False
SmartBot3,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:00:59,False
SmartBot4,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:00:59,False
SmartBot11,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:00:59,True
SmartBot1,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:00:59,False
SmartBot6,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:01:00,True
SmartBot17,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:01:00,True
SmartBot18,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:01:00,True
SmartBot11,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot14,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:01:00,False
SmartBot15,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:01:00,True
SmartBot18,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:01:00,False
SmartBot17,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:01:00,True
SmartBot11,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:01:00,False
SmartBot10,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:01:00,False
SmartBot4,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:01:00,False
SmartBot18,1,3,10,5,0.1,0.2,1,medium,2025-07-03 20:01:00,False
SmartBot10,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:01:00,False
SmartBot8,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot20,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:01:00,True
SmartBot8,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot3,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:01:00,True
SmartBot17,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:01:00,True
SmartBot4,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:01:00,True
SmartBot10,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:01:00,True
SmartBot18,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:01:00,True
SmartBot15,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:01:00,True
SmartBot4,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:01:00,True
SmartBot18,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:01:00,False
SmartBot14,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:01:00,False
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot19,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:01:00,False
SmartBot5,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:01:00,True
SmartBot11,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:01:00,True
SmartBot17,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot15,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:01:00,True
SmartBot10,6,4,10,10,0.6,0.6,4,easy,2025-07-03 20:01:00,True
SmartBot11,6,4,10,10,0.6,0.6,3,easy,2025-07-03 20:01:00,True
SmartBot1,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:01:00,False
SmartBot1,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:01:00,False
SmartBot4,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:01:00,True
SmartBot7,7,2,10,10,0.7,0.7,6,hard,2025-07-03 20:01:00,False
SmartBot8,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:01:00,False
SmartBot2,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:01:00,True
SmartBot19,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:01:00,True
SmartBot3,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:01:00,False
SmartBot7,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:01:00,False
SmartBot15,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:01:00,False
SmartBot3,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:01:00,True
SmartBot19,7,2,10,10,0.7,0.7,5,hard,2025-07-03 20:01:00,False
SmartBot19,8,2,10,10,0.8,0.8,7,hard,2025-07-03 20:01:00,True
SmartBot12,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:01:00,False
SmartBot12,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:01:00,True
