Player,Score,Wrong,Total_questions,Accuracy,Difficulty,Date,Completed
RandomBot754,7,3,9,0.78,easy,2025-07-02 14:41:53,True
RandomBot755,8,2,8,1.0,hard,2025-07-02 14:41:53,True
RandomBot756,8,2,10,0.8,hard,2025-07-02 14:41:54,True
RandomBot757,6,4,8,0.75,easy,2025-07-02 14:41:54,True
RandomBot758,9,1,9,1.0,medium,2025-07-02 14:41:54,True
RandomBot759,8,2,10,0.8,easy,2025-07-02 14:41:54,True
RandomBot760,3,3,6,0.5,medium,2025-07-02 14:41:54,False
RandomBot761,3,3,6,0.5,medium,2025-07-02 14:41:54,False
RandomBot762,5,5,10,0.5,easy,2025-07-02 14:41:54,True
RandomBot763,7,3,10,0.7,easy,2025-07-02 14:41:54,True
RandomBot764,5,3,8,0.62,medium,2025-07-02 14:41:54,False
RandomBot765,8,2,10,0.8,easy,2025-07-02 14:41:54,True
RandomBot766,8,2,9,0.89,easy,2025-07-02 14:41:54,True
RandomBot767,9,1,8,1.12,easy,2025-07-02 14:41:54,True
RandomBot768,7,3,10,0.7,hard,2025-07-02 14:41:54,True
RandomBot769,7,3,10,0.7,hard,2025-07-02 14:41:55,True
RandomBot770,7,3,10,0.7,hard,2025-07-02 14:41:55,True
RandomBot771,7,3,10,0.7,hard,2025-07-02 14:41:55,True
RandomBot772,4,3,7,0.57,medium,2025-07-02 14:41:55,False
RandomBot773,4,3,6,0.67,medium,2025-07-02 14:41:55,False
RandomBot774,6,4,10,0.6,easy,2025-07-02 14:41:55,True
RandomBot775,8,2,9,0.89,hard,2025-07-02 14:41:55,True
RandomBot776,8,2,10,0.8,easy,2025-07-02 14:41:55,True
RandomBot777,6,4,8,0.75,easy,2025-07-02 14:41:55,True
RandomBot778,7,3,8,0.88,easy,2025-07-02 14:41:55,True
RandomBot779,7,3,10,0.7,easy,2025-07-02 14:41:55,True
RandomBot780,7,3,10,0.7,hard,2025-07-02 14:41:55,True
RandomBot781,5,5,10,0.5,easy,2025-07-02 14:41:55,True
RandomBot782,6,4,10,0.6,easy,2025-07-02 14:41:56,True
RandomBot783,7,3,9,0.78,hard,2025-07-02 14:41:56,True
RandomBot784,9,1,9,1.0,hard,2025-07-02 14:41:56,True
RandomBot785,4,3,7,0.57,medium,2025-07-02 14:41:56,False
RandomBot786,5,5,10,0.5,easy,2025-07-02 14:41:56,True
RandomBot787,3,3,6,0.5,medium,2025-07-02 14:41:56,False
RandomBot788,3,3,6,0.5,medium,2025-07-02 14:41:56,False
RandomBot789,8,2,8,1.0,easy,2025-07-02 14:41:56,True
RandomBot790,7,3,10,0.7,medium,2025-07-02 14:41:56,True
RandomBot791,5,3,8,0.62,medium,2025-07-02 14:41:56,False
RandomBot792,5,5,9,0.56,hard,2025-07-02 14:41:56,True
RandomBot793,8,2,10,0.8,medium,2025-07-02 14:41:56,True
RandomBot794,6,4,10,0.6,hard,2025-07-02 14:41:56,True
RandomBot795,3,3,5,0.6,medium,2025-07-02 14:41:56,False
RandomBot796,3,7,10,0.3,easy,2025-07-02 14:41:57,True
RandomBot797,9,1,10,0.9,medium,2025-07-02 14:41:57,True
RandomBot798,6,4,10,0.6,easy,2025-07-02 14:41:57,True
RandomBot799,8,2,9,0.89,medium,2025-07-02 14:41:57,True
RandomBot800,4,3,7,0.57,medium,2025-07-02 14:41:57,False
RandomBot801,7,3,10,0.7,hard,2025-07-02 14:41:57,True
RandomBot802,7,3,7,1.0,easy,2025-07-02 14:41:57,True
RandomBot803,3,3,6,0.5,medium,2025-07-02 14:41:57,False
RandomBot804,9,1,9,1.0,medium,2025-07-02 14:41:57,True
RandomBot805,5,3,8,0.62,medium,2025-07-02 14:41:57,False
RandomBot806,5,5,10,0.5,easy,2025-07-02 14:41:57,True
RandomBot807,4,6,9,0.44,hard,2025-07-02 14:41:57,True
RandomBot808,7,3,9,0.78,hard,2025-07-02 14:41:57,True
RandomBot809,6,3,8,0.75,medium,2025-07-02 14:41:58,False
RandomBot810,5,3,8,0.62,medium,2025-07-02 14:41:58,False
RandomBot811,8,2,9,0.89,easy,2025-07-02 14:41:58,True
RandomBot812,8,2,9,0.89,hard,2025-07-02 14:41:58,True
RandomBot813,9,1,9,1.0,easy,2025-07-02 14:41:58,True
RandomBot814,6,4,10,0.6,easy,2025-07-02 14:41:58,True
RandomBot815,9,1,9,1.0,easy,2025-07-02 14:41:58,True
RandomBot816,9,1,9,1.0,medium,2025-07-02 14:41:58,True
RandomBot817,5,5,9,0.56,easy,2025-07-02 14:41:58,True
RandomBot818,6,3,9,0.67,medium,2025-07-02 14:41:58,False
RandomBot819,7,3,10,0.7,hard,2025-07-02 14:41:58,True
RandomBot820,6,3,9,0.67,medium,2025-07-02 14:41:58,False
RandomBot821,6,4,10,0.6,easy,2025-07-02 14:41:59,True
RandomBot822,7,3,10,0.7,easy,2025-07-02 14:41:59,True
RandomBot823,8,2,9,0.89,easy,2025-07-02 14:41:59,True
RandomBot824,10,0,9,1.11,hard,2025-07-02 14:41:59,True
RandomBot825,4,6,10,0.4,hard,2025-07-02 14:41:59,True
RandomBot826,9,1,9,1.0,easy,2025-07-02 14:41:59,True
RandomBot827,7,3,10,0.7,easy,2025-07-02 14:41:59,True
RandomBot828,7,3,9,0.78,hard,2025-07-02 14:41:59,True
RandomBot829,8,2,10,0.8,hard,2025-07-02 14:41:59,True
RandomBot830,3,3,6,0.5,medium,2025-07-02 14:41:59,False
RandomBot831,9,1,10,0.9,hard,2025-07-02 14:41:59,True
RandomBot832,6,4,10,0.6,hard,2025-07-02 14:41:59,True
RandomBot833,1,3,4,0.25,medium,2025-07-02 14:42:00,False
RandomBot834,8,2,9,0.89,medium,2025-07-02 14:42:00,True
RandomBot835,6,4,10,0.6,easy,2025-07-02 14:42:00,True
RandomBot836,8,2,9,0.89,easy,2025-07-02 14:42:00,True
RandomBot837,6,3,9,0.67,medium,2025-07-02 14:42:00,False
RandomBot838,8,2,10,0.8,hard,2025-07-02 14:42:00,True
RandomBot839,9,1,10,0.9,hard,2025-07-02 14:42:00,True
RandomBot840,6,4,10,0.6,hard,2025-07-02 14:42:00,True
RandomBot841,5,5,9,0.56,hard,2025-07-02 14:42:00,True
RandomBot842,10,0,10,1.0,easy,2025-07-02 14:42:00,True
RandomBot843,6,4,10,0.6,hard,2025-07-02 14:42:00,True
RandomBot844,9,1,10,0.9,hard,2025-07-02 14:42:00,True
RandomBot845,3,3,6,0.5,medium,2025-07-02 14:42:01,False
RandomBot846,2,3,5,0.4,medium,2025-07-02 14:42:01,False
RandomBot847,7,3,10,0.7,hard,2025-07-02 14:42:01,True
RandomBot848,2,3,5,0.4,medium,2025-07-02 14:42:01,False
RandomBot849,2,8,10,0.2,easy,2025-07-02 14:42:01,True
RandomBot850,6,4,9,0.67,easy,2025-07-02 14:42:01,True
RandomBot851,8,2,10,0.8,hard,2025-07-02 14:42:01,True
RandomBot852,6,4,10,0.6,hard,2025-07-02 14:42:01,True
RandomBot853,1,3,4,0.25,medium,2025-07-02 14:42:01,False
RandomBot854,4,3,7,0.57,medium,2025-07-02 14:42:01,False
RandomBot855,8,2,9,0.89,easy,2025-07-02 14:42:01,True
RandomBot856,6,4,9,0.67,hard,2025-07-02 14:42:01,True
RandomBot857,10,0,10,1.0,easy,2025-07-02 14:42:01,True
RandomBot858,6,4,9,0.67,easy,2025-07-02 14:42:02,True
RandomBot859,5,3,8,0.62,medium,2025-07-02 14:42:02,False
RandomBot860,6,4,9,0.67,hard,2025-07-02 14:42:02,True
RandomBot861,8,2,10,0.8,hard,2025-07-02 14:42:02,True
RandomBot862,7,3,9,0.78,hard,2025-07-02 14:42:02,True
RandomBot863,8,2,9,0.89,medium,2025-07-02 14:42:02,True
RandomBot864,6,4,10,0.6,easy,2025-07-02 14:42:02,True
RandomBot865,1,3,4,0.25,medium,2025-07-02 14:42:02,False
RandomBot866,7,3,9,0.78,medium,2025-07-02 14:42:02,True
RandomBot867,3,3,5,0.6,medium,2025-07-02 14:42:02,False
RandomBot868,3,3,6,0.5,medium,2025-07-02 14:42:02,False
RandomBot869,9,1,8,1.12,medium,2025-07-02 14:42:02,True
RandomBot870,9,1,10,0.9,hard,2025-07-02 14:42:02,True
RandomBot871,7,3,10,0.7,easy,2025-07-02 14:42:03,True
RandomBot872,7,3,9,0.78,hard,2025-07-02 14:42:03,True
RandomBot873,9,1,9,1.0,medium,2025-07-02 14:42:03,True
RandomBot874,8,2,10,0.8,hard,2025-07-02 14:42:03,True
RandomBot875,8,2,10,0.8,medium,2025-07-02 14:42:03,True
RandomBot876,7,3,9,0.78,easy,2025-07-02 14:42:03,True
RandomBot877,3,3,3,1.0,medium,2025-07-02 14:42:03,False
RandomBot878,2,3,5,0.4,medium,2025-07-02 14:42:03,False
RandomBot879,9,1,10,0.9,hard,2025-07-02 14:42:03,True
RandomBot880,5,3,8,0.62,medium,2025-07-02 14:42:03,False
RandomBot881,7,3,9,0.78,hard,2025-07-02 14:42:03,True
RandomBot882,10,0,10,1.0,hard,2025-07-02 14:42:03,True
RandomBot883,6,4,10,0.6,hard,2025-07-02 14:42:04,True
RandomBot884,3,3,6,0.5,medium,2025-07-02 14:42:04,False
RandomBot885,4,6,10,0.4,easy,2025-07-02 14:42:04,True
RandomBot886,9,1,10,0.9,hard,2025-07-02 14:42:04,True
RandomBot887,8,2,10,0.8,hard,2025-07-02 14:42:04,True
RandomBot888,8,2,8,1.0,easy,2025-07-02 14:42:04,True
RandomBot889,2,3,5,0.4,medium,2025-07-02 14:42:04,False
RandomBot890,7,3,9,0.78,hard,2025-07-02 14:42:04,True
RandomBot891,8,2,10,0.8,medium,2025-07-02 14:42:04,True
RandomBot892,0,3,3,0.0,medium,2025-07-02 14:42:04,False
RandomBot893,6,3,8,0.75,medium,2025-07-02 14:42:04,False
RandomBot894,1,3,4,0.25,medium,2025-07-02 14:42:04,False
RandomBot895,8,2,10,0.8,hard,2025-07-02 14:42:04,True
RandomBot896,6,4,9,0.67,hard,2025-07-02 14:42:05,True
RandomBot897,7,3,8,0.88,easy,2025-07-02 14:42:05,True
RandomBot898,9,1,8,1.12,hard,2025-07-02 14:42:05,True
RandomBot899,9,1,10,0.9,medium,2025-07-02 14:42:05,True
RandomBot900,7,3,9,0.78,hard,2025-07-02 14:42:05,True
RandomBot901,6,4,9,0.67,easy,2025-07-02 14:42:05,True
RandomBot902,6,3,8,0.75,medium,2025-07-02 14:42:05,False
RandomBot903,5,3,7,0.71,medium,2025-07-02 14:42:05,False
RandomBot904,8,2,10,0.8,medium,2025-07-02 14:42:05,True
RandomBot905,1,3,3,0.33,medium,2025-07-02 14:42:05,False
RandomBot906,8,2,10,0.8,easy,2025-07-02 14:42:05,True
RandomBot907,6,4,9,0.67,easy,2025-07-02 14:42:05,True
RandomBot908,8,2,9,0.89,easy,2025-07-02 14:42:06,True
RandomBot909,8,2,8,1.0,easy,2025-07-02 14:42:06,True
RandomBot910,2,3,5,0.4,medium,2025-07-02 14:42:06,False
RandomBot911,9,1,10,0.9,medium,2025-07-02 14:42:06,True
RandomBot912,7,3,10,0.7,easy,2025-07-02 14:42:06,True
RandomBot913,1,3,4,0.25,medium,2025-07-02 14:42:06,False
RandomBot914,7,3,10,0.7,easy,2025-07-02 14:42:06,True
RandomBot915,9,1,9,1.0,easy,2025-07-02 14:42:06,True
RandomBot916,8,2,8,1.0,medium,2025-07-02 14:42:06,True
RandomBot917,2,3,4,0.5,medium,2025-07-02 14:42:06,False
RandomBot918,4,3,6,0.67,medium,2025-07-02 14:42:06,False
RandomBot919,5,5,10,0.5,easy,2025-07-02 14:42:06,True
RandomBot920,7,3,9,0.78,hard,2025-07-02 14:42:06,True
RandomBot921,4,6,8,0.5,easy,2025-07-02 14:42:07,True
RandomBot922,8,2,9,0.89,hard,2025-07-02 14:42:07,True
RandomBot923,8,2,9,0.89,easy,2025-07-02 14:42:07,True
RandomBot924,6,4,10,0.6,easy,2025-07-02 14:42:07,True
RandomBot925,8,2,10,0.8,hard,2025-07-02 14:42:07,True
RandomBot926,8,2,9,0.89,easy,2025-07-02 14:42:07,True
RandomBot927,8,2,9,0.89,easy,2025-07-02 14:42:07,True
RandomBot928,8,2,10,0.8,easy,2025-07-02 14:42:07,True
RandomBot929,7,3,9,0.78,easy,2025-07-02 14:42:07,True
RandomBot930,6,4,10,0.6,hard,2025-07-02 14:42:07,True
RandomBot931,7,3,7,1.0,hard,2025-07-02 14:42:07,True
RandomBot932,5,3,8,0.62,medium,2025-07-02 14:42:07,False
RandomBot933,8,2,10,0.8,easy,2025-07-02 14:42:08,True
RandomBot934,7,3,10,0.7,hard,2025-07-02 14:42:08,True
RandomBot935,6,4,9,0.67,easy,2025-07-02 14:42:08,True
RandomBot936,4,6,9,0.44,easy,2025-07-02 14:42:08,True
RandomBot937,6,4,8,0.75,easy,2025-07-02 14:42:08,True
RandomBot938,7,3,9,0.78,hard,2025-07-02 14:42:08,True
RandomBot939,9,1,10,0.9,easy,2025-07-02 14:42:08,True
RandomBot940,1,3,4,0.25,medium,2025-07-02 14:42:08,False
RandomBot941,6,4,10,0.6,hard,2025-07-02 14:42:08,True
RandomBot942,7,3,9,0.78,easy,2025-07-02 14:42:08,True
RandomBot943,2,3,5,0.4,medium,2025-07-02 14:42:08,False
RandomBot944,6,4,10,0.6,easy,2025-07-02 14:42:09,True
RandomBot945,8,2,10,0.8,easy,2025-07-02 14:42:09,True
RandomBot946,8,2,10,0.8,hard,2025-07-02 14:42:09,True
RandomBot947,6,4,10,0.6,easy,2025-07-02 14:42:09,True
RandomBot948,6,4,9,0.67,hard,2025-07-02 14:42:09,True
RandomBot949,7,3,9,0.78,easy,2025-07-02 14:42:09,True
RandomBot950,8,2,10,0.8,easy,2025-07-02 14:42:09,True
RandomBot951,0,3,3,0.0,medium,2025-07-02 14:42:09,False
RandomBot952,5,3,5,1.0,medium,2025-07-02 14:42:09,False
RandomBot953,6,4,10,0.6,hard,2025-07-02 14:42:09,True
RandomBot954,8,2,10,0.8,hard,2025-07-02 14:42:09,True
RandomBot955,7,3,10,0.7,easy,2025-07-02 14:42:09,True
RandomBot956,6,4,8,0.75,easy,2025-07-02 14:42:10,True
RandomBot957,5,3,8,0.62,medium,2025-07-02 14:42:10,False
RandomBot958,4,6,10,0.4,hard,2025-07-02 14:42:10,True
RandomBot959,5,5,10,0.5,hard,2025-07-02 14:42:10,True
RandomBot960,6,4,10,0.6,easy,2025-07-02 14:42:10,True
RandomBot961,1,3,4,0.25,medium,2025-07-02 14:42:10,False
RandomBot962,6,4,9,0.67,easy,2025-07-02 14:42:10,True
RandomBot963,6,4,9,0.67,easy,2025-07-02 14:42:10,True
RandomBot964,7,3,10,0.7,easy,2025-07-02 14:42:10,True
RandomBot965,7,3,10,0.7,hard,2025-07-02 14:42:10,True
RandomBot966,8,2,10,0.8,easy,2025-07-02 14:42:11,True
RandomBot967,7,3,9,0.78,hard,2025-07-02 14:42:11,True
RandomBot968,6,4,9,0.67,hard,2025-07-02 14:42:11,True
RandomBot969,8,2,9,0.89,hard,2025-07-02 14:42:11,True
RandomBot970,8,2,9,0.89,medium,2025-07-02 14:42:11,True
RandomBot971,6,4,10,0.6,easy,2025-07-02 14:42:11,True
RandomBot972,9,1,9,1.0,hard,2025-07-02 14:42:11,True
RandomBot973,8,2,10,0.8,medium,2025-07-02 14:42:11,True
RandomBot974,4,6,9,0.44,hard,2025-07-02 14:42:11,True
RandomBot975,7,3,10,0.7,easy,2025-07-02 14:42:11,True
RandomBot976,7,3,8,0.88,hard,2025-07-02 14:42:11,True
RandomBot977,9,1,10,0.9,easy,2025-07-02 14:42:12,True
RandomBot978,8,2,9,0.89,hard,2025-07-02 14:42:12,True
RandomBot979,8,2,8,1.0,medium,2025-07-02 14:42:12,True
RandomBot980,4,3,7,0.57,medium,2025-07-02 14:42:12,False
RandomBot981,7,3,9,0.78,easy,2025-07-02 14:42:12,True
RandomBot982,5,5,9,0.56,easy,2025-07-02 14:42:12,True
RandomBot983,7,3,10,0.7,easy,2025-07-02 14:42:12,True
RandomBot984,7,3,10,0.7,hard,2025-07-02 14:42:12,True
RandomBot985,7,3,9,0.78,easy,2025-07-02 14:42:12,True
RandomBot986,6,4,10,0.6,hard,2025-07-02 14:42:12,True
RandomBot987,6,4,10,0.6,easy,2025-07-02 14:42:12,True
RandomBot988,9,1,8,1.12,easy,2025-07-02 14:42:13,True
RandomBot989,4,3,6,0.67,medium,2025-07-02 14:42:13,False
RandomBot990,7,3,8,0.88,hard,2025-07-02 14:42:13,True
RandomBot991,8,2,10,0.8,hard,2025-07-02 14:42:13,True
RandomBot992,6,4,9,0.67,easy,2025-07-02 14:42:13,True
RandomBot993,7,3,10,0.7,hard,2025-07-02 14:42:13,True
RandomBot994,8,2,9,0.89,hard,2025-07-02 14:42:13,True
RandomBot995,9,1,9,1.0,hard,2025-07-02 14:42:13,True
RandomBot996,5,5,10,0.5,easy,2025-07-02 14:42:13,True
RandomBot997,6,4,9,0.67,hard,2025-07-02 14:42:13,True
RandomBot998,8,2,10,0.8,medium,2025-07-02 14:42:14,True
RandomBot999,7,3,9,0.78,hard,2025-07-02 14:42:14,True
RandomBot1000,8,2,10,0.8,hard,2025-07-02 14:42:14,True
RandomBot1,8,2,9,0.89,hard,2025-07-02 14:55:42,True
RandomBot2,7,3,8,0.88,hard,2025-07-02 14:55:42,True
RandomBot3,9,1,8,1.12,hard,2025-07-02 14:55:42,True
RandomBot4,9,1,9,1.0,medium,2025-07-02 14:55:42,True
RandomBot5,7,3,8,0.88,hard,2025-07-02 14:55:42,True
RandomBot6,7,3,10,0.7,hard,2025-07-02 14:55:42,True
RandomBot7,7,3,10,0.7,easy,2025-07-02 14:55:43,True
RandomBot8,8,2,9,0.89,easy,2025-07-02 14:55:43,True
RandomBot9,5,5,10,0.5,easy,2025-07-02 14:55:43,True
RandomBot10,7,3,10,0.7,hard,2025-07-02 14:55:43,True
RandomBot11,6,3,9,0.67,medium,2025-07-02 14:55:43,False
RandomBot12,8,2,10,0.8,medium,2025-07-02 14:55:43,True
RandomBot13,5,3,8,0.62,medium,2025-07-02 14:55:43,False
RandomBot14,4,3,7,0.57,medium,2025-07-02 14:55:43,False
RandomBot15,9,1,10,0.9,easy,2025-07-02 14:55:43,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 14:55:43,True
RandomBot17,7,3,9,0.78,hard,2025-07-02 14:55:44,True
RandomBot18,7,3,9,0.78,easy,2025-07-02 14:55:44,True
RandomBot19,4,6,9,0.44,hard,2025-07-02 14:55:44,True
RandomBot20,6,4,9,0.67,hard,2025-07-02 14:55:44,True
RandomBot21,3,3,5,0.6,medium,2025-07-02 14:55:44,False
RandomBot22,10,0,8,1.25,easy,2025-07-02 14:55:44,True
RandomBot23,6,4,9,0.67,easy,2025-07-02 14:55:44,True
RandomBot24,7,3,9,0.78,easy,2025-07-02 14:55:44,True
RandomBot25,5,5,10,0.5,easy,2025-07-02 14:55:44,True
RandomBot26,9,1,9,1.0,hard,2025-07-02 14:55:44,True
RandomBot27,7,3,9,0.78,hard,2025-07-02 14:55:44,True
RandomBot28,7,3,10,0.7,easy,2025-07-02 14:55:45,True
RandomBot29,2,3,5,0.4,medium,2025-07-02 14:55:45,False
RandomBot30,5,5,10,0.5,hard,2025-07-02 14:55:45,True
RandomBot31,5,5,9,0.56,easy,2025-07-02 14:55:45,True
RandomBot32,7,3,10,0.7,hard,2025-07-02 14:55:45,True
RandomBot33,9,1,9,1.0,medium,2025-07-02 14:55:45,True
RandomBot34,7,3,9,0.78,medium,2025-07-02 14:55:45,True
RandomBot35,8,2,10,0.8,medium,2025-07-02 14:55:45,True
RandomBot36,6,4,10,0.6,easy,2025-07-02 14:55:45,True
RandomBot37,7,3,9,0.78,medium,2025-07-02 14:55:45,True
RandomBot38,8,2,9,0.89,hard,2025-07-02 14:55:46,True
RandomBot39,6,4,8,0.75,hard,2025-07-02 14:55:46,True
RandomBot40,9,1,9,1.0,hard,2025-07-02 14:55:46,True
RandomBot41,5,5,8,0.62,hard,2025-07-02 14:55:46,True
RandomBot42,8,2,9,0.89,medium,2025-07-02 14:55:46,True
RandomBot43,8,2,10,0.8,medium,2025-07-02 14:55:46,True
RandomBot44,7,3,10,0.7,easy,2025-07-02 14:55:46,True
RandomBot45,8,2,10,0.8,easy,2025-07-02 14:55:46,True
RandomBot46,8,2,10,0.8,easy,2025-07-02 14:55:46,True
RandomBot47,5,5,10,0.5,hard,2025-07-02 14:55:46,True
RandomBot48,8,2,9,0.89,medium,2025-07-02 14:55:47,True
RandomBot49,5,5,9,0.56,hard,2025-07-02 14:55:47,True
RandomBot50,8,2,9,0.89,hard,2025-07-02 14:55:47,True
RandomBot51,5,5,10,0.5,easy,2025-07-02 14:55:47,True
RandomBot52,4,3,7,0.57,medium,2025-07-02 14:55:47,False
RandomBot53,4,6,10,0.4,hard,2025-07-02 14:55:47,True
RandomBot54,6,4,10,0.6,hard,2025-07-02 14:55:47,True
RandomBot55,8,2,10,0.8,medium,2025-07-02 14:55:47,True
RandomBot56,6,4,9,0.67,easy,2025-07-02 14:55:47,True
RandomBot57,8,2,9,0.89,hard,2025-07-02 14:55:47,True
RandomBot58,8,2,9,0.89,medium,2025-07-02 14:55:48,True
RandomBot59,9,1,9,1.0,hard,2025-07-02 14:55:48,True
RandomBot60,6,4,9,0.67,easy,2025-07-02 14:55:48,True
RandomBot61,7,3,8,0.88,easy,2025-07-02 14:55:48,True
RandomBot62,10,0,10,1.0,hard,2025-07-02 14:55:48,True
RandomBot63,10,0,10,1.0,medium,2025-07-02 14:55:48,True
RandomBot64,6,3,9,0.67,medium,2025-07-02 14:55:48,False
RandomBot65,8,2,9,0.89,hard,2025-07-02 14:55:48,True
RandomBot66,4,3,7,0.57,medium,2025-07-02 14:55:48,False
RandomBot67,9,1,10,0.9,easy,2025-07-02 14:55:48,True
RandomBot68,5,5,10,0.5,hard,2025-07-02 14:55:49,True
RandomBot69,2,3,5,0.4,medium,2025-07-02 14:55:49,False
RandomBot70,7,3,8,0.88,easy,2025-07-02 14:55:49,True
RandomBot71,1,3,4,0.25,medium,2025-07-02 14:55:49,False
RandomBot72,6,4,10,0.6,hard,2025-07-02 14:55:49,True
RandomBot73,7,3,9,0.78,hard,2025-07-02 14:55:49,True
RandomBot74,5,5,9,0.56,hard,2025-07-02 14:55:49,True
RandomBot75,5,3,6,0.83,medium,2025-07-02 14:55:49,False
RandomBot76,3,7,9,0.33,hard,2025-07-02 14:55:49,True
RandomBot77,4,6,10,0.4,easy,2025-07-02 14:55:49,True
RandomBot78,6,4,9,0.67,easy,2025-07-02 14:55:49,True
RandomBot79,8,2,9,0.89,medium,2025-07-02 14:55:50,True
RandomBot80,4,6,10,0.4,hard,2025-07-02 14:55:50,True
RandomBot81,4,3,7,0.57,medium,2025-07-02 14:55:50,False
RandomBot82,6,3,9,0.67,medium,2025-07-02 14:55:50,False
RandomBot83,6,4,10,0.6,easy,2025-07-02 14:55:50,True
RandomBot84,6,4,9,0.67,easy,2025-07-02 14:55:50,True
RandomBot85,7,3,9,0.78,hard,2025-07-02 14:55:50,True
RandomBot86,3,3,6,0.5,medium,2025-07-02 14:55:50,False
RandomBot87,4,3,7,0.57,medium,2025-07-02 14:55:50,False
RandomBot88,3,3,5,0.6,medium,2025-07-02 14:55:50,False
RandomBot89,4,6,10,0.4,easy,2025-07-02 14:55:51,True
RandomBot90,10,0,9,1.11,easy,2025-07-02 14:55:51,True
RandomBot91,10,0,9,1.11,hard,2025-07-02 14:55:51,True
RandomBot92,6,4,9,0.67,easy,2025-07-02 14:55:51,True
RandomBot93,8,2,10,0.8,hard,2025-07-02 14:55:51,True
RandomBot94,8,2,9,0.89,hard,2025-07-02 14:55:51,True
RandomBot95,5,3,8,0.62,medium,2025-07-02 14:55:51,False
RandomBot96,6,4,10,0.6,hard,2025-07-02 14:55:51,True
RandomBot97,5,3,8,0.62,medium,2025-07-02 14:55:51,False
RandomBot98,7,3,10,0.7,hard,2025-07-02 14:55:51,True
RandomBot99,5,5,10,0.5,easy,2025-07-02 14:55:52,True
RandomBot100,6,4,9,0.67,easy,2025-07-02 14:55:52,True
RandomBot101,7,3,9,0.78,easy,2025-07-02 14:55:52,True
RandomBot102,8,2,10,0.8,hard,2025-07-02 14:55:52,True
RandomBot103,7,3,10,0.7,easy,2025-07-02 14:55:52,True
RandomBot104,9,1,9,1.0,medium,2025-07-02 14:55:52,True
RandomBot105,6,4,9,0.67,easy,2025-07-02 14:55:52,True
RandomBot106,3,3,6,0.5,medium,2025-07-02 14:55:52,False
RandomBot107,9,1,10,0.9,easy,2025-07-02 14:55:52,True
RandomBot108,4,3,6,0.67,medium,2025-07-02 14:55:52,False
RandomBot109,8,2,10,0.8,medium,2025-07-02 14:55:53,True
RandomBot110,6,4,10,0.6,easy,2025-07-02 14:55:53,True
RandomBot111,8,2,8,1.0,easy,2025-07-02 14:55:53,True
RandomBot112,7,3,9,0.78,easy,2025-07-02 14:55:53,True
RandomBot113,6,4,9,0.67,easy,2025-07-02 14:55:53,True
RandomBot114,8,2,10,0.8,hard,2025-07-02 14:55:53,True
RandomBot115,8,2,9,0.89,easy,2025-07-02 14:55:53,True
RandomBot116,5,5,10,0.5,easy,2025-07-02 14:55:53,True
RandomBot117,8,2,9,0.89,easy,2025-07-02 14:55:53,True
RandomBot118,3,3,6,0.5,medium,2025-07-02 14:55:53,False
RandomBot119,9,1,10,0.9,easy,2025-07-02 14:55:54,True
RandomBot120,6,4,9,0.67,easy,2025-07-02 14:55:54,True
RandomBot121,8,2,9,0.89,easy,2025-07-02 14:55:54,True
RandomBot122,6,4,10,0.6,easy,2025-07-02 14:55:54,True
RandomBot123,9,1,9,1.0,medium,2025-07-02 14:55:54,True
RandomBot124,0,3,3,0.0,medium,2025-07-02 14:55:54,False
RandomBot125,7,3,10,0.7,easy,2025-07-02 14:55:54,True
RandomBot126,5,5,9,0.56,hard,2025-07-02 14:55:54,True
RandomBot127,8,2,8,1.0,easy,2025-07-02 14:55:54,True
RandomBot128,4,3,7,0.57,medium,2025-07-02 14:55:54,False
RandomBot129,3,3,6,0.5,medium,2025-07-02 14:55:55,False
RandomBot130,5,3,8,0.62,medium,2025-07-02 14:55:55,False
RandomBot131,6,4,10,0.6,easy,2025-07-02 14:55:55,True
RandomBot132,6,4,10,0.6,easy,2025-07-02 14:55:55,True
RandomBot133,9,1,8,1.12,easy,2025-07-02 14:55:55,True
RandomBot134,4,6,9,0.44,hard,2025-07-02 14:55:55,True
RandomBot135,8,2,9,0.89,medium,2025-07-02 14:55:55,True
RandomBot136,6,4,10,0.6,hard,2025-07-02 14:55:55,True
RandomBot137,6,4,10,0.6,hard,2025-07-02 14:55:55,True
RandomBot138,8,2,10,0.8,medium,2025-07-02 14:55:56,True
RandomBot139,8,2,9,0.89,easy,2025-07-02 14:55:56,True
RandomBot140,7,3,9,0.78,medium,2025-07-02 14:55:56,True
RandomBot141,4,6,9,0.44,easy,2025-07-02 14:55:56,True
RandomBot142,4,6,10,0.4,easy,2025-07-02 14:55:56,True
RandomBot143,6,4,10,0.6,easy,2025-07-02 14:55:56,True
RandomBot144,10,0,8,1.25,medium,2025-07-02 14:55:56,True
RandomBot145,5,5,10,0.5,easy,2025-07-02 14:55:56,True
RandomBot146,6,4,9,0.67,hard,2025-07-02 14:55:56,True
RandomBot147,1,3,4,0.25,medium,2025-07-02 14:55:56,False
RandomBot148,8,2,9,0.89,medium,2025-07-02 14:55:57,True
RandomBot149,7,3,9,0.78,easy,2025-07-02 14:55:57,True
RandomBot150,5,5,9,0.56,hard,2025-07-02 14:55:57,True
RandomBot151,6,4,10,0.6,hard,2025-07-02 14:55:57,True
